geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
DOP 19-39-RVV-01 2019-04-24	38.154423	38.154423	-121.683441	-121.683441
DOP 19-39-RVV-02 2019-04-24	38.099512	38.099512	-121.708937	-121.708937
DOP 19-39-LSC-01 2019-04-25	38.204292	38.204292	-121.65769	-121.65769
DOP 19-39-LSC-02 2019-04-25	38.466429	38.466429	-121.586783	-121.586783
DOP 19-39-USC-01 2019-04-25	38.561961	38.561961	-121.553536	-121.553536
DOP 19-39-CSS-02 2019-04-26	38.266885	38.266885	-121.669863	-121.669863
DOP 19-39-CSS-01 2019-04-26	38.235546	38.235546	-121.68174	-121.68174
DOP 19-39-CSS-03 2019-04-26	38.262187	38.262187	-121.690907	-121.690907
DOP 19-40-CSS-01 2019-04-29	38.287668	38.287668	-121.662778	-121.662778
DOP 19-40-CSS-02 2019-04-29	38.336064	38.336064	-121.669284	-121.669284
DOP 19-40-CSS-03 2019-04-29	38.246809	38.246809	-121.700121	-121.700121
DOP 19-40-USC-01 2019-04-30	38.559365	38.559365	-121.567903	-121.567903
DOP 19-40-LSC-01 2019-04-30	38.182858	38.182858	-121.662892	-121.662892
DOP 19-40-USC-02 2019-04-30	38.47535	38.47535	-121.58407	-121.58407
DOP 19-40-SMM-02 2019-05-01	38.179233	38.179233	-122.046926	-122.046926
DOP 19-40-RVV-02 2019-05-01	38.105303	38.105303	-121.698326	-121.698326
DOP 19-40-GBB-01 2019-05-01	38.112268	38.112268	-122.063233	-122.063233
DOP 19-40-RVV-01 2019-05-01	38.17038	38.17038	-121.673649	-121.673649
DOP 19-40-RVV-03 2019-05-01	38.147406	38.147406	-121.691513	-121.691513
DOP 19-40-SBM-01 2019-05-01	38.100068	38.100068	-122.054909	-122.054909
DOP 19-40-SBM-02 2019-05-01	38.066195	38.066195	-121.978127	-121.978127
DOP 19-40-SBW-01 2019-05-01	38.044812	38.044812	-122.105003	-122.105003
DOP 19-40-SMM-02 2019-05-03	38.08818	38.08818	-121.88286	-121.88286
DOP 19-41-HBB-01 2019-05-06	38.070581	38.070581	-121.94495	-121.94495
DOP 19-41-SBM-01 2019-05-06	38.101187	38.101187	-122.034627	-122.034627
DOP 19-41-CFF-01 2019-05-07	38.058584	38.058584	-121.863771	-121.863771
DOP 19-41-LSR-01 2019-05-07	38.061897	38.061897	-121.828139	-121.828139
DOP 19-41-LSR-02 2019-05-07	38.080466	38.080466	-121.748341	-121.748341
DOP 19-41-SMM-01 2019-05-08	38.155626	38.155626	-121.922315	-121.922315
DOP 19-41-CSS-01 2019-05-08	38.276265	38.276265	-121.708478	-121.708478
DOP 19-41-CSS-02 2019-05-08	38.249255	38.249255	-121.686801	-121.686801
DOP 19-41-CSS-03 2019-05-08	38.280785	38.280785	-121.71171	-121.71171
DOP 19-41-RVV-01 2019-05-08	38.173976	38.173976	-121.670556	-121.670556
DOP 19-41-SMM-02 2019-05-08	38.157623	38.157623	-122.056922	-122.056922
DOP 19-41-SMM-03 2019-05-08	38.179804	38.179804	-121.999671	-121.999671
DOP 19-41-LSC-01 2019-05-10	38.453219	38.453219	-121.593384	-121.593384
DOP 19-41-LSC-02 2019-05-10	38.288722	38.288722	-121.658162	-121.658162
DOP 19-41-USC-01 2019-05-10	38.563807	38.563807	-121.551344	-121.551344
DOP 19-42-CSS-03 2019-05-13	38.275812	38.275812	-121.708454	-121.708454
DOP 19-42-CSS-01 2019-05-13	38.302096	38.302096	-121.658403	-121.658403
DOP 19-42-CSS-02 2019-05-13	38.235089	38.235089	-121.680248	-121.680248
DOP 19-42-LSC-01 2019-05-14	38.184032	38.184032	-121.661193	-121.661193
DOP 19-42-LSC-02 2019-05-14	38.229267	38.229267	-121.67563	-121.67563
DOP 19-42-LSC-03 2019-05-14	38.377932	38.377932	-121.628127	-121.628127
DOP 19-42-LSR-01 2019-05-15	38.06083	38.06083	-121.818999	-121.818999
DOP 19-42-RVV-01 2019-05-15	38.180606	38.180606	-121.666601	-121.666601
DOP 19-42-RVV-02 2019-05-15	38.151551	38.151551	-121.687266	-121.687266
DOP 19-42-CFF-01 2019-05-16	38.050128	38.050128	-121.844195	-121.844195
DOP 19-42-SBM-01 2019-05-16	38.058888	38.058888	-121.966186	-121.966186
DOP 19-42-SBW-01 2019-05-16	38.070873	38.070873	-122.098197	-122.098197
DOP 19-42-SMM-01 2019-05-16	38.156864	38.156864	-122.070951	-122.070951
DOP 19-42-SMM-02 2019-05-16	38.170467	38.170467	-122.029144	-122.029144
DOP 19-42-SMM-03 2019-05-16	38.136572	38.136572	-121.912484	-121.912484
DOP 19-43-SBM-01 2019-05-20	38.10064	38.10064	-122.042659	-122.042659
DOP 19-43-SBW-01 2019-05-20	38.078855	38.078855	-122.08377	-122.08377
DOP 19-43-SBW-02 2019-05-20	38.081651	38.081651	-122.061447	-122.061447
DOP 19-43-CSS-01 2019-05-21	38.319339	38.319339	-121.667152	-121.667152
DOP 19-43-CSS-02 2019-05-21	38.265541	38.265541	-121.667316	-121.667316
DOP 19-43-CSS-03 2019-05-21	38.312274	38.312274	-121.692757	-121.692757
DOP 19-43-SMM-01 2019-05-21	38.159592	38.159592	-122.057794	-122.057794
DOP 19-43-SMM-02 2019-05-21	38.171449	38.171449	-122.018504	-122.018504
DOP 19-43-SMM-03 2019-05-21	38.188674	38.188674	-121.929981	-121.929981
DOP 19-43-LSR-01 2019-05-22	38.061962	38.061962	-121.80648	-121.80648
DOP 19-43-LSR-02 2019-05-22	38.076974	38.076974	-121.761267	-121.761267
DOP 19-43-RVV-01 2019-05-22	38.165212	38.165212	-121.680706	-121.680706
DOP 19-43-LSC-01 2019-05-24	38.216454	38.216454	-121.669824	-121.669824
DOP 19-43-USC-01 2019-05-24	38.52976	38.52976	-121.584666	-121.584666
DOP 19-43-USC-02 2019-05-24	38.563237	38.563237	-121.554746	-121.554746
DOP 19-44-CSS-03 2019-05-28	38.277434	38.277434	-121.709668	-121.709668
DOP 19-44-CSS-01 2019-05-28	38.243352	38.243352	-121.678398	-121.678398
DOP 19-44-CSS-02 2019-05-28	38.302514	38.302514	-121.69267	-121.69267
DOP 19-44-LSC-03 2019-05-28	38.409131	38.409131	-121.613865	-121.613865
DOP 19-44-LSC-02 2019-05-29	38.184742	38.184742	-121.661022	-121.661022
DOP 19-44-LSC-01 2019-05-29	38.211804	38.211804	-121.66575	-121.66575
DOP 19-44-RVV-01 2019-05-29	38.161697	38.161697	-121.682923	-121.682923
DOP 19-44-RVV-02 2019-05-29	38.104229	38.104229	-121.719401	-121.719401
DOP 19-44-GBB-01 2019-05-30	38.099993	38.099993	-122.04575	-122.04575
DOP 19-44-SBB-02 2019-05-30	38.151976	38.151976	-122.054804	-122.054804
DOP 19-44-SBM-01 2019-05-30	38.060717	38.060717	-121.973937	-121.973937
DOP 19-44-SBM-02 2019-05-30	38.061092	38.061092	-121.986597	-121.986597
DOP 19-44-CFF-01 2019-05-31	38.06378	38.06378	-121.847747	-121.847747
DOP 19-44-LSR-01 2019-05-31	38.062921	38.062921	-121.791854	-121.791854
DOP 19-44-SMM-01 2019-05-31	38.091226	38.091226	-121.88509	-121.88509
DOP 19-45-CSS-01 2019-06-03	38.253552	38.253552	-121.671945	-121.671945
DOP 19-45-CSS-02 2019-06-03	38.2347	38.2347	-121.68003	-121.68003
DOP 19-45-CSS-03 2019-06-03	38.254135	38.254135	-121.725321	-121.725321
DOP 19-45-LSC-01 2019-06-04	38.233468	38.233468	-121.673293	-121.673293
DOP 19-45-SBM-01 2019-06-04	38.079725	38.079725	-122.038317	-122.038317
DOP 19-45-SBM-02 2019-06-04	38.093696	38.093696	-122.0678	-122.0678
DOP 19-45-SBW-01 2019-06-04	38.074606	38.074606	-122.094184	-122.094184
DOP 19-45-USC-01 2019-06-04	38.564096	38.564096	-121.552936	-121.552936
DOP 19-45-USC-02 2019-06-04	38.503845	38.503845	-121.584555	-121.584555
DOP 19-45-RVV-01 2019-06-06	38.157931	38.157931	-121.684132	-121.684132
DOP 19-45-RVV-02 2019-06-06	38.09739	38.09739	-121.708889	-121.708889
DOP 19-45-SMM-01 2019-06-06	38.167076	38.167076	-121.933741	-121.933741
DOP 19-45-SMM-02 2019-06-06	38.1451	38.1451	-122.058682	-122.058682
DOP 19-45-SMM-03 2019-06-06	38.180435	38.180435	-121.997511	-121.997511
DOP 19-46-SMM-02 2019-06-10	38.120565	38.120565	-122.066558	-122.066558
DOP 19-46-SMM-03 2019-06-10	38.192827	38.192827	-121.929472	-121.929472
DOP 19-46-USC-01 2019-06-10	38.529536	38.529536	-121.584671	-121.584671
DOP 19-46-LSC-02 2019-06-10	38.261129	38.261129	-121.665864	-121.665864
DOP 19-46-LSC-01 2019-06-10	38.429882	38.429882	-121.603632	-121.603632
DOP 19-46-SMM-01 2019-06-10	38.074289	38.074289	-121.880616	-121.880616
DOP 19-46-CSS-05 2019-06-12	38.247188	38.247188	-121.67642	-121.67642
DOP 19-46-CSS-01 2019-06-12	38.234574	38.234574	-121.678482	-121.678482
DOP 19-46-CSS-03 2019-06-12	38.255177	38.255177	-121.689079	-121.689079
DOP 19-46-RVV-02 2019-06-14	38.084574	38.084574	-121.740898	-121.740898
DOP 19-46-SBM-01 2019-06-14	38.098391	38.098391	-122.027251	-122.027251
DOP 19-46-SBW-01 2019-06-14	38.074367	38.074367	-122.073929	-122.073929
DOP 19-46-SBW-02 2019-06-14	38.069956	38.069956	-122.092727	-122.092727
DOP 19-47-CFF-01 2019-06-17	38.038715	38.038715	-121.881652	-121.881652
DOP 19-47-HBB-01 2019-06-17	38.056979	38.056979	-121.961281	-121.961281
DOP 19-47-RVV-01 2019-06-17	38.161138	38.161138	-121.682894	-121.682894
DOP 19-47-RVV-02 2019-06-17	38.084524	38.084524	-121.739018	-121.739018
DOP 19-47-RVV-03 2019-06-17	38.092088	38.092088	-121.733367	-121.733367
DOP 19-47-SBW-01 2019-06-17	38.035031	38.035031	-122.140167	-122.140167
DOP 19-47-LSC-01 2019-06-19	38.418531	38.418531	-121.609152	-121.609152
DOP 19-47-USC-01 2019-06-19	38.55988	38.55988	-121.566608	-121.566608
DOP 19-47-USC-02 2019-06-19	38.553451	38.553451	-121.578088	-121.578088
DOP 19-47-CSS-01 2019-06-20	38.246573	38.246573	-121.697129	-121.697129
DOP 19-47-CSS-02 2019-06-20	38.263674	38.263674	-121.697129	-121.697129
DOP 19-47-CSS-03 2019-06-20	38.312745	38.312745	-121.692752	-121.692752
DOP 19-47-SMM-01 2019-06-20	38.170108	38.170108	-122.069003	-122.069003
DOP 19-47-SMM-02 2019-06-20	38.178713	38.178713	-122.007668	-122.007668
DOP 19-47-SMM-03 2019-06-20	38.17565	38.17565	-121.950778	-121.950778
DOP 19-48-SMM-03 2019-06-24	38.135342	38.135342	-122.060961	-122.060961
DOP 19-48-LSR-01 2019-06-24	38.068007	38.068007	-121.771623	-121.771623
DOP 19-48-LSR-02 2019-06-24	38.068989	38.068989	-121.836085	-121.836085
DOP 19-48-RVV-01 2019-06-24	38.110587	38.110587	-121.70139	-121.70139
DOP 19-48-SMM-01 2019-06-24	38.095665	38.095665	-121.890956	-121.890956
DOP 19-48-SMM-02 2019-06-24	38.17527	38.17527	-121.949265	-121.949265
DOP 19-48-CSS-02 2019-06-25	38.244503	38.244503	-121.677117	-121.677117
DOP 19-48-CSS-03 2019-06-25	38.243997	38.243997	-121.687732	-121.687732
DOP 19-48-CSS-04 2019-06-25	38.262771	38.262771	-121.691046	-121.691046
DOP 19-48-LSC-01 2019-06-26	38.415752	38.415752	-121.610747	-121.610747
DOP 19-48-SBM-01 2019-06-26	38.093302	38.093302	-122.021925	-122.021925
DOP 19-48-SBW-01 2019-06-26	38.065622	38.065622	-122.053228	-122.053228
DOP 19-48-SBW-02 2019-06-26	38.062089	38.062089	-122.100811	-122.100811
DOP 19-48-USC-01 2019-06-26	38.560483	38.560483	-121.563385	-121.563385
DOP 19-48-USC-02 2019-06-26	38.563693	38.563693	-121.551888	-121.551888
DOP 19-49-LSR-01 2019-07-01	38.070832	38.070832	-121.837214	-121.837214
DOP 19-49-CSS-01 2019-07-01	38.25887	38.25887	-121.744084	-121.744084
DOP 19-49-CSS-02 2019-07-01	38.238361	38.238361	-121.684444	-121.684444
DOP 19-49-CSS-04 2019-07-01	38.250489	38.250489	-121.673966	-121.673966
DOP 19-49-RVV-01 2019-07-01	38.096613	38.096613	-121.731581	-121.731581
DOP 19-49-CFF-01 2019-07-02	38.06891	38.06891	-121.847943	-121.847943
DOP 19-49-CFF-02 2019-07-02	38.042367	38.042367	-121.907818	-121.907818
DOP 19-49-SBW-01 2019-07-02	38.052392	38.052392	-122.094074	-122.094074
DOP 19-49-GBB-01 2019-07-03	38.107438	38.107438	-122.052166	-122.052166
DOP 19-49-LSC-01 2019-07-03	38.360533	38.360533	-121.635777	-121.635777
DOP 19-49-LSC-02 2019-07-03	38.328907	38.328907	-121.648698	-121.648698
DOP 19-49-LSC-03 2019-07-03	38.464782	38.464782	-121.587157	-121.587157
DOP 19-49-SMM-01 2019-07-03	38.119016	38.119016	-121.903986	-121.903986
DOP 19-49-SMM-02 2019-07-03	38.180635	38.180635	-121.921206	-121.921206
DOP 19-50-LSC-01 2019-07-08	38.184101	38.184101	-121.662032	-121.662032
DOP 19-50-LSC-02 2019-07-08	38.372665	38.372665	-121.63088	-121.63088
DOP 19-50-LSC-03 2019-07-08	38.315346	38.315346	-121.651612	-121.651612
DOP 19-50-LSR-01 2019-07-08	38.055511	38.055511	-121.801187	-121.801187
DOP 19-50-RVV-01 2019-07-08	38.156964	38.156964	-121.68351	-121.68351
DOP 19-50-RVV-02 2019-07-08	38.116179	38.116179	-121.700085	-121.700085
DOP 19-50-SMM-01 2019-07-09	38.197642	38.197642	-121.923403	-121.923403
DOP 19-50-SMM-02 2019-07-09	38.133046	38.133046	-122.060403	-122.060403
DOP 19-50-SMM-03 2019-07-09	38.160706	38.160706	-122.04851	-122.04851
DOP 19-50-CSS-02 2019-07-10	38.235227	38.235227	-121.679965	-121.679965
DOP 19-50-CSS-04 2019-07-10	38.256877	38.256877	-121.731466	-121.731466
DOP 19-50-CSS-05 2019-07-10	38.24983	38.24983	-121.674268	-121.674268
DOP 19-50-SBM-01 2019-07-10	38.098759	38.098759	-122.025454	-122.025454
DOP 19-50-SBW-01 2019-07-10	38.082267	38.082267	-122.060401	-122.060401
DOP 19-50-SBW-02 2019-07-10	38.054957	38.054957	-122.089269	-122.089269
DOP 19-51-SBM-01 2019-07-15	38.095746	38.095746	-122.053646	-122.053646
DOP 19-51-CFF-01 2019-07-15	38.030604	38.030604	-121.858997	-121.858997
DOP 19-51-HBB-01 2019-07-15	38.05296	38.05296	-121.961288	-121.961288
DOP 19-51-LSC-01 2019-07-15	38.181406	38.181406	-121.665619	-121.665619
DOP 19-51-LSC-02 2019-07-15	38.46437	38.46437	-121.587907	-121.587907
DOP 19-51-USC-01 2019-07-15	38.561493	38.561493	-121.548194	-121.548194
DOP 19-51-LSR-01 2019-07-16	38.075222	38.075222	-121.764083	-121.764083
DOP 19-51-RVV-01 2019-07-16	38.134583	38.134583	-121.693505	-121.693505
DOP 19-51-RVV-02 2019-07-16	38.111036	38.111036	-121.701118	-121.701118
DOP 19-51-CSS-01 2019-07-17	38.258567	38.258567	-121.74537	-121.74537
DOP 19-51-CSS-02 2019-07-17	38.253606	38.253606	-121.725463	-121.725463
DOP 19-51-CSS-04 2019-07-17	38.253831	38.253831	-121.671444	-121.671444
DOP 19-51-SMM-01 2019-07-17	38.179647	38.179647	-122.056654	-122.056654
DOP 19-51-SMM-02 2019-07-17	38.159484	38.159484	-122.0494	-122.0494
DOP 19-51-SMM-03 2019-07-17	38.172367	38.172367	-121.962333	-121.962333
DOP 19-52-CSS-01 2019-07-22	38.311941	38.311941	-121.692507	-121.692507
DOP 19-52-CSS-02 2019-07-22	38.250565	38.250565	-121.687186	-121.687186
DOP 19-52-CSS-03 2019-07-22	38.264063	38.264063	-121.691158	-121.691158
DOP 19-52-SMM-01 2019-07-22	38.169679	38.169679	-122.021254	-122.021254
DOP 19-52-SMM-02 2019-07-22	38.141252	38.141252	-122.061209	-122.061209
DOP 19-52-SMM-03 2019-07-22	38.180477	38.180477	-121.92075	-121.92075
DOP 19-52-LSR-01 2019-07-24	38.069327	38.069327	-121.836013	-121.836013
DOP 19-52-LSR-02 2019-07-24	38.065308	38.065308	-121.779215	-121.779215
DOP 19-52-RVV-01 2019-07-24	38.101122	38.101122	-121.685428	-121.685428
DOP 19-52-SBM-01 2019-07-24	38.100176	38.100176	-122.048282	-122.048282
DOP 19-52-SBW-01 2019-07-24	38.055504	38.055504	-122.06805	-122.06805
DOP 19-52-SBW-02 2019-07-24	38.038256	38.038256	-122.141878	-122.141878
DOP 19-53-LSC-01 2019-07-29	38.289326	38.289326	-121.657881	-121.657881
DOP 19-53-LSC-02 2019-07-29	38.413322	38.413322	-121.611446	-121.611446
DOP 19-53-USC-01 2019-07-29	38.481141	38.481141	-121.584269	-121.584269
DOP 19-53-CSS-01 2019-07-31	38.304272	38.304272	-121.729325	-121.729325
DOP 19-53-CSS-02 2019-07-31	38.246403	38.246403	-121.697166	-121.697166
DOP 19-53-CSS-03 2019-07-31	38.256519	38.256519	-121.73376	-121.73376
DOP 19-53-GBB-01 2019-07-31	38.110652	38.110652	-122.05775	-122.05775
DOP 19-53-SMM-01 2019-07-31	38.179322	38.179322	-122.004208	-122.004208
DOP 19-53-SMM-03 2019-07-31	38.173637	38.173637	-121.955197	-121.955197
DOP 20-01-CFF-01 2019-08-01	38.027486	38.027486	-121.829963	-121.829963
DOP 20-01-SBM-01 2019-08-01	38.049548	38.049548	-121.971572	-121.971572
DOP 20-01-SBM-02 2019-08-01	38.065396	38.065396	-122.027968	-122.027968
DOP 20-01-RVV-01 2019-08-02	38.166109	38.166109	-121.675998	-121.675998
DOP 20-01-RVV-02 2019-08-02	38.095985	38.095985	-121.728826	-121.728826
DOP 20-01-RVV-03 2019-08-02	38.140765	38.140765	-121.689886	-121.689886
DOP 20-02-CSS-01 2019-08-05	38.237756	38.237756	-121.683323	-121.683323
DOP 20-02-CSS-02 2019-08-05	38.277067	38.277067	-121.665163	-121.665163
DOP 20-02-CSS-05 2019-08-05	38.31302	38.31302	-121.655657	-121.655657
DOP 20-02-CFF-01 2019-08-06	38.050072	38.050072	-121.874276	-121.874276
DOP 20-02-HBB-01 2019-08-06	38.056371	38.056371	-121.972813	-121.972813
DOP 20-02-SBW-01 2019-08-06	38.050792	38.050792	-122.088463	-122.088463
DOP 20-02-SMM-01 2019-08-06	38.173389	38.173389	-121.947828	-121.947828
DOP 20-02-SMM-02 2019-08-06	38.190689	38.190689	-122.041556	-122.041556
DOP 20-02-SMM-03 2019-08-06	38.135514	38.135514	-122.060419	-122.060419
DOP 20-02-LSC-01 2019-08-07	38.183402	38.183402	-121.662363	-121.662363
DOP 20-02-RVV-01 2019-08-07	38.163606	38.163606	-121.677342	-121.677342
DOP 20-02-RVV-02 2019-08-07	38.145842	38.145842	-121.689747	-121.689747
DOP 20-02-RVV-03 2019-08-07	38.082893	38.082893	-121.715228	-121.715228
DOP 20-02-USC-01 2019-08-07	38.562852	38.562852	-121.548226	-121.548226
DOP 20-02-USC-02 2019-08-07	38.521377	38.521377	-121.584763	-121.584763
DOP 20-03-CSS-01 2019-08-12	38.385282	38.385282	-121.628509	-121.628509
DOP 20-03-CSS-02 2019-08-12	38.259316	38.259316	-121.691729	-121.691729
DOP 20-03-CSS-03 2019-08-12	38.29414	38.29414	-121.692742	-121.692742
DOP 20-03-LSR-01 2019-08-12	38.068979	38.068979	-121.778021	-121.778021
DOP 20-03-LSR-02 2019-08-12	38.065496	38.065496	-121.834046	-121.834046
DOP 20-03-RVV-01 2019-08-12	38.081652	38.081652	-121.72408	-121.72408
DOP 20-03-CFF-01 2019-08-14	38.052698	38.052698	-121.868067	-121.868067
DOP 20-03-SBM-01 2019-08-14	38.063356	38.063356	-121.969956	-121.969956
DOP 20-03-SBW-01 2019-08-14	38.08249	38.08249	-122.06015	-122.06015
DOP 20-03-SMM-01 2019-08-14	38.180641	38.180641	-121.920998	-121.920998
DOP 20-03-SMM-02 2019-08-14	38.183189	38.183189	-122.055428	-122.055428
DOP 20-03-SMM-03 2019-08-14	38.170902	38.170902	-122.019366	-122.019366
DOP 20-03-LSC-01 2019-08-16	38.214482	38.214482	-121.66916	-121.66916
DOP 20-03-LSC-02 2019-08-16	38.410324	38.410324	-121.612946	-121.612946
DOP 20-03-LSC-03 2019-08-16	38.246308	38.246308	-121.669859	-121.669859
DOP 20-04-SMM-01 2019-08-19	38.174023	38.174023	-121.948317	-121.948317
DOP 20-04-LSC-01 2019-08-19	38.229619	38.229619	-121.673998	-121.673998
DOP 20-04-LSC-02 2019-08-19	38.414908	38.414908	-121.610996	-121.610996
DOP 20-04-LSC-03 2019-08-19	38.259198	38.259198	-121.666334	-121.666334
DOP 20-04-SMM-02 2019-08-19	38.146365	38.146365	-122.059166	-122.059166
DOP 20-04-SMM-03 2019-08-19	38.159679	38.159679	-122.049235	-122.049235
DOP 20-04-LSR-01 2019-08-20	38.064989	38.064989	-121.826194	-121.826194
DOP 20-04-RVV-01 2019-08-20	38.165424	38.165424	-121.679096	-121.679096
DOP 20-04-RVV-02 2019-08-20	38.094216	38.094216	-121.735261	-121.735261
DOP 20-04-CSS-01 2019-08-21	38.416365	38.416365	-121.614113	-121.614113
DOP 20-04-CSS-03 2019-08-21	38.281816	38.281816	-121.713536	-121.713536
DOP 20-04-CSS-04 2019-08-21	38.235121	38.235121	-121.677873	-121.677873
DOP 20-04-SBM-01 2019-08-21	38.067451	38.067451	-122.048056	-122.048056
DOP 20-04-SBM-02 2019-08-21	38.092617	38.092617	-122.066972	-122.066972
DOP 20-04-SBW-02 2019-08-21	38.046186	38.046186	-122.098746	-122.098746
DOP 20-05-USC-02 2019-08-26	38.564445	38.564445	-121.552736	-121.552736
DOP 20-05-USC-01 2019-08-26	38.535277	38.535277	-121.584691	-121.584691
DOP 20-05-LSC-01 2019-08-27	38.29174	38.29174	-121.657633	-121.657633
DOP 20-05-LSR-01 2019-08-27	38.074832	38.074832	-121.758049	-121.758049
DOP 20-05-RVV-01 2019-08-27	38.166234	38.166234	-121.678233	-121.678233
DOP 20-05-RVV-02 2019-08-27	38.107767	38.107767	-121.714204	-121.714204
DOP 20-05-CSS-02 2019-08-28	38.230552	38.230552	-121.675245	-121.675245
DOP 20-05-CSS-01 2019-08-28	38.260242	38.260242	-121.668767	-121.668767
DOP 20-05-CSS-03 2019-08-28	38.269419	38.269419	-121.702139	-121.702139
DOP 20-05-SMM-01 2019-08-28	38.184127	38.184127	-121.986189	-121.986189
DOP 20-05-SMM-02 2019-08-28	38.146422	38.146422	-122.059618	-122.059618
DOP 20-05-SMM-03 2019-08-28	38.205536	38.205536	-122.039151	-122.039151
DOP 20-05-HBB-01 2019-08-29	38.04994	38.04994	-121.981154	-121.981154
DOP 20-05-SBM-01 2019-08-29	38.073088	38.073088	-122.011308	-122.011308
DOP 20-06-CSS-01 2019-09-03	38.241361	38.241361	-121.681636	-121.681636
DOP 20-06-CSS-02 2019-09-03	38.258534	38.258534	-121.745959	-121.745959
DOP 20-06-CSS-03 2019-09-03	38.247877	38.247877	-121.710785	-121.710785
DOP 20-06-GBB-01 2019-09-03	38.101142	38.101142	-122.057701	-122.057701
DOP 20-06-SMM-01 2019-09-03	38.10801	38.10801	-121.889249	-121.889249
DOP 20-06-SMM-02 2019-09-03	38.172482	38.172482	-122.056195	-122.056195
DOP 20-06-SBM-01 2019-09-04	38.093457	38.093457	-122.022707	-122.022707
DOP 20-06-SBW-01 2019-09-04	38.086622	38.086622	-122.082852	-122.082852
DOP 20-06-SBW-02 2019-09-04	38.057718	38.057718	-122.102895	-122.102895
DOP 20-06-LSC-01 2019-09-05	38.247149	38.247149	-121.66968	-121.66968
DOP 20-06-LSR-01 2019-09-05	38.077345	38.077345	-121.766122	-121.766122
DOP 20-06-RVV-01 2019-09-05	38.160244	38.160244	-121.681111	-121.681111
DOP 20-06-RVV-02 2019-09-05	38.104753	38.104753	-121.708773	-121.708773
DOP 20-06-USC-01 2019-09-05	38.482153	38.482153	-121.584244	-121.584244
DOP 20-06-USC-02 2019-09-05	38.563512	38.563512	-121.550442	-121.550442
DOP 20-07-LSC-01 2019-09-09	38.410892	38.410892	-121.612627	-121.612627
DOP 20-07-LSR-01 2019-09-09	38.066561	38.066561	-121.830286	-121.830286
DOP 20-07-LSR-02 2019-09-09	38.068459	38.068459	-121.782051	-121.782051
DOP 20-07-RVV-01 2019-09-09	38.139015	38.139015	-121.692201	-121.692201
DOP 20-07-USC-01 2019-09-09	38.560575	38.560575	-121.561676	-121.561676
DOP 20-07-USC-02 2019-09-09	38.509577	38.509577	-121.584398	-121.584398
DOP 20-07-CSS-01 2019-09-11	38.255867	38.255867	-121.737463	-121.737463
DOP 20-07-CSS-02 2019-09-11	38.254003	38.254003	-121.688708	-121.688708
DOP 20-07-CSS-04 2019-09-11	38.257426	38.257426	-121.671169	-121.671169
DOP 20-07-SMM-01 2019-09-11	38.179998	38.179998	-122.002887	-122.002887
DOP 20-07-SMM-02 2019-09-11	38.171545	38.171545	-122.037118	-122.037118
DOP 20-07-SMM-03 2019-09-11	38.175759	38.175759	-121.963348	-121.963348
DOP 20-07-SBM-01 2019-09-13	38.070088	38.070088	-121.974837	-121.974837
DOP 20-07-CFF-01 2019-09-13	38.047569	38.047569	-121.841297	-121.841297
DOP 20-07-SBM-02 2019-09-13	38.059129	38.059129	-121.994285	-121.994285
DOP 20-08-LSC-01 2019-09-16	38.284727	38.284727	-121.659074	-121.659074
DOP 20-08-LSC-02 2019-09-16	38.432569	38.432569	-121.602435	-121.602435
DOP 20-08-SMM-03 2019-09-16	38.168419	38.168419	-121.944579	-121.944579
DOP 20-08-SMM-04 2019-09-16	38.178432	38.178432	-122.047096	-122.047096
DOP 20-08-USC-01 2019-09-16	38.555734	38.555734	-121.574652	-121.574652
DOP 20-08-CFF-01 2019-09-17	38.049755	38.049755	-121.873685	-121.873685
DOP 20-08-SBM-01 2019-09-17	38.097134	38.097134	-122.061759	-122.061759
DOP 20-08-SBW-01 2019-09-17	38.054492	38.054492	-122.076741	-122.076741
DOP 20-08-CSS-01 2019-09-18	38.316284	38.316284	-121.654918	-121.654918
DOP 20-08-CSS-02 2019-09-18	38.264204	38.264204	-121.696077	-121.696077
DOP 20-08-CSS-03 2019-09-18	38.254692	38.254692	-121.725303	-121.725303
DOP 20-08-LSR-01 2019-09-18	38.061803	38.061803	-121.804111	-121.804111
DOP 20-08-LSR-02 2019-09-18	38.07691	38.07691	-121.756288	-121.756288
DOP 20-08-RVV-01 2019-09-18	38.157604	38.157604	-121.686949	-121.686949
DOP 20-09-LSC-01 2019-09-23	38.473463	38.473463	-121.584572	-121.584572
DOP 20-09-LSC-02 2019-09-23	38.247799	38.247799	-121.669626	-121.669626
DOP 20-09-RVV-01 2019-09-23	38.177053	38.177053	-121.665792	-121.665792
DOP 20-09-RVV-02 2019-09-23	38.157383	38.157383	-121.686845	-121.686845
DOP 20-09-RVV-03 2019-09-23	38.094094	38.094094	-121.730332	-121.730332
DOP 20-09-USC-01 2019-09-23	38.559575	38.559575	-121.56691	-121.56691
DOP 20-09-CSS-01 2019-09-25	38.232945	38.232945	-121.677191	-121.677191
DOP 20-09-CSS-02 2019-09-25	38.286686	38.286686	-121.663411	-121.663411
DOP 20-09-CSS-03 2019-09-25	38.257693	38.257693	-121.737649	-121.737649
DOP 20-09-SMM-01 2019-09-25	38.178485	38.178485	-121.919313	-121.919313
